Entity,Code,Year,Height (Baten and Blum 2015)
Ukraine,UKR,1840,164.1
Ukraine,UKR,1850,163.1
Ukraine,UKR,1870,164.6
Ukraine,UKR,1880,165.4
Ukraine,UKR,2000,173.1
United Arab Emirates,ARE,1980,169.05
United Kingdom,GBR,1710,168
United Kingdom,GBR,1720,163.8
United Kingdom,GBR,1730,165.5
United Kingdom,GBR,1740,169.5
United Kingdom,GBR,1750,169.8
United Kingdom,GBR,1760,169.8
United Kingdom,GBR,1770,168.3
United Kingdom,GBR,1780,167.5
United Kingdom,GBR,1790,166
United Kingdom,GBR,1810,169.7
United Kingdom,GBR,1820,169.1
United Kingdom,GBR,1830,166.7
United Kingdom,GBR,1840,166.5
United Kingdom,GBR,1850,165.6
United Kingdom,GBR,1860,166.6
United Kingdom,GBR,1870,167.15
United Kingdom,GBR,1880,167.95
United Kingdom,GBR,1890,167.4
United Kingdom,GBR,1900,169.36700000000002
United Kingdom,GBR,1910,170.86599999999999
United Kingdom,GBR,1920,171
United Kingdom,GBR,1930,173.87
United Kingdom,GBR,1940,174.9
United Kingdom,GBR,1950,176
United Kingdom,GBR,1960,176.9
United Kingdom,GBR,1970,177.1
United Kingdom,GBR,1980,176.83
United States,USA,1710,171.5
United States,USA,1730,172.1
United States,USA,1750,172.2
United States,USA,1770,172.8
United States,USA,1780,173.1
United States,USA,1790,172.9
United States,USA,1820,172.2
United States,USA,1830,173.5
United States,USA,1840,172.2
United States,USA,1850,171.1
United States,USA,1860,170.6
United States,USA,1870,171.1
United States,USA,1880,169.5
United States,USA,1890,169.1
United States,USA,1900,170
United States,USA,1910,172.1
United States,USA,1920,173.1
United States,USA,1930,173.4
United States,USA,1940,176.1
United States,USA,1950,177.1
United States,USA,1960,177.3
United States,USA,1970,178.3
United States,USA,1980,179
United States,USA,1990,175.2
Uruguay,URY,1880,164.98
Uruguay,URY,1930,168.1
Uruguay,URY,1990,168.3
Uzbekistan,UZB,1890,165.2
Uzbekistan,UZB,1900,165.5
Uzbekistan,UZB,1910,166
Uzbekistan,UZB,1920,165.047
Uzbekistan,UZB,1940,170.32299999999998
Uzbekistan,UZB,1950,171.5
Uzbekistan,UZB,1960,171.2
Uzbekistan,UZB,1970,172
Uzbekistan,UZB,2000,170.5
Vietnam,VNM,1830,157.9
Vietnam,VNM,1840,157.2
Vietnam,VNM,1850,158.8
Vietnam,VNM,1860,158.4
Vietnam,VNM,1870,159.2
Vietnam,VNM,1880,159.3
Vietnam,VNM,1890,160.5
Vietnam,VNM,1900,159.6
Vietnam,VNM,1910,158.5
Vietnam,VNM,1920,158
Vietnam,VNM,1930,159
Vietnam,VNM,1940,162.5
Vietnam,VNM,1950,161.9
Vietnam,VNM,1960,161.3
Vietnam,VNM,1970,160.7
Vietnam,VNM,1980,160.1
Vietnam,VNM,1990,162.9
Vietnam,VNM,2000,165.9
Yemen,YEM,1850,162.26
Yemen,YEM,1860,161.12
Yemen,YEM,1880,160.77
Yemen,YEM,1890,162.72
Yemen,YEM,1900,161.99
Yemen,YEM,1980,167.6
Yemen,YEM,1990,164.4
Zambia,ZMB,1940,168.063
Zambia,ZMB,1950,169.635
Zambia,ZMB,1960,169.71900000000002
Zambia,ZMB,1970,168.93200000000002
Zambia,ZMB,1980,168.19400000000002
Zimbabwe,ZWE,1890,169.045
Zimbabwe,ZWE,1900,167.63
Zimbabwe,ZWE,1950,170.988
Zimbabwe,ZWE,1960,171.076
Zimbabwe,ZWE,1970,171.34
Zimbabwe,ZWE,1980,171.00400000000002
